Aikaleima (dd.mm.yyyy hh:mm);Viikko;Kulutus (kWh);Aurinkovoima (kWh);Tuulivoima;Vesivoima;Ydinvoima;Yhteistuotanto;Erillinen lämpövoima
16.01.2020 05:00;3;9794616;0;653253;1577854;2800950;2575564;281673
16.01.2020 06:00;3;10691915;0;649339;1838504;2800831;2789018;243098
16.01.2020 07:00;3;11277272;0;603945;2167284;2800650;3023984;250020
16.01.2020 08:00;3;11511022;0;593973;2467791;2800487;3090228;254690
16.01.2020 09:00;3;11386283;432;525677;2377322;2799889;3085697;288143
16.01.2020 10:00;3;11358919;2289;499353;2386439;2801491;3065934;214564
16.01.2020 11:00;3;11315207;7537;493359;2351766;2801959;3017931;205973
16.01.2020 12:00;3;11319918;8500;407773;2401703;2801643;2995069;202398
16.01.2020 13:00;3;11275682;7104;378042;2557353;2800954;2986894;202653
16.01.2020 14:00;3;11300083;4906;406263;2557355;2802015;2992101;243444
16.01.2020 15:00;3;11294098;562;460928;2596676;2802221;2977635;271443
16.01.2020 16:00;3;11519578;0;488849;2562490;2802048;2979669;279674
16.01.2020 17:00;3;11601849;0;556555;2596921;2801737;2978093;316371
16.01.2020 18:00;3;11539599;0;590241;2563265;2801650;2939581;325768
16.01.2020 19:00;3;11602422;0;685464;2368141;2801734;2938754;307532
16.01.2020 20:00;3;11411684;0;840881;2002560;2801900;2901466;261349
16.01.2020 21:00;3;10852119;0;869494;1732455;2801321;2864834;211799
16.01.2020 22:00;3;10886502;0;989214;1621489;2801778;2770620;206929
16.01.2020 23:00;3;10683742;0;1198539;1596452;2802256;2697252;219826
17.01.2020 00:00;3;10223668;0;1307124;1399714;2801635;2572466;233480
17.01.2020 01:00;3;9925371;0;1431939;1386258;2801609;2579126;231454
17.01.2020 02:00;3;9738696;0;1443217;1362210;2801604;2590621;242924
17.01.2020 03:00;3;9666696;0;1390583;1388963;2801842;2588172;241093
17.01.2020 04:00;3;9738909;0;1369679;1385788;2801662;2591579;247853
17.01.2020 05:00;3;10092775;0;1370455;1463565;2801623;2606392;255718
17.01.2020 06:00;3;11009310;0;1276759;1816088;2802115;2850179;249583
17.01.2020 07:00;3;11541940;0;1292277;2270993;2801499;3000296;241830
17.01.2020 08:00;3;11749015;0;1195233;2458656;2801287;3060145;234543
17.01.2020 09:00;3;11710561;306;1170605;2464899;2801228;3082342;210905
17.01.2020 10:00;3;11573428;1807;1104205;2398136;2801203;3045713;215144
17.01.2020 11:00;3;11530884;5581;1065982;2369564;2799387;3020177;208132
17.01.2020 12:00;3;11572153;6019;1027472;2429228;2798863;3006607;214821
17.01.2020 13:00;3;11502419;5276;934782;2440494;2799267;3020194;239220
17.01.2020 14:00;3;11477851;2837;860116;2509587;2799575;3031257;259242
17.01.2020 15:00;3;11529577;380;850228;2550007;2799606;3017720;245230
17.01.2020 16:00;3;11738178;0;894250;2549196;2799648;3015923;246145
17.01.2020 17:00;3;11694081;0;860834;2623095;2799814;3048074;259140
17.01.2020 18:00;3;11640509;0;831197;2511182;2799782;3051802;247592
17.01.2020 19:00;3;11566035;0;846611;2267746;2799812;3037814;248960
17.01.2020 20:00;3;11370334;0;883924;1992882;2800645;2976504;224372
17.01.2020 21:00;3;10856084;0;864947;1780358;2800325;2886500;219759
17.01.2020 22:00;3;10880277;0;840334;1624428;2800928;2763238;220609
17.01.2020 23:00;3;10595756;0;803065;1606503;2800575;2693965;234764
18.01.2020 00:00;3;10103613;0;793342;1430290;2800536;2560172;268436
18.01.2020 01:00;3;9744741;0;824261;1487433;2801060;2545801;273256
18.01.2020 02:00;3;9584870;0;820157;1495521;2801407;2533771;264376
18.01.2020 03:00;3;9435105;0;783558;1456923;2800881;2530637;250332
18.01.2020 04:00;3;9469897;0;768569;1472054;2800993;2533059;257886
18.01.2020 05:00;3;9618776;0;818122;1506466;2800834;2539861;264984
18.01.2020 06:00;3;9896657;0;866357;1504070;2800867;2599081;260717
18.01.2020 07:00;3;10148593;0;846018;1600186;2800829;2740845;257440
18.01.2020 08:00;3;10455371;0;865047;1671226;2800964;2874214;254241
18.01.2020 09:00;3;10635376;373;834713;1708982;2800659;2959405;228362
18.01.2020 10:00;3;10778065;1589;801852;1850313;2800856;2963824;226255
18.01.2020 11:00;3;10764928;5315;795140;1937461;2800856;2984637;228142
18.01.2020 12:00;3;10827296;6210;775989;1973480;2800733;3013208;210964
18.01.2020 13:00;3;10806483;5349;750628;1873928;2800768;2998331;211448
18.01.2020 14:00;3;10820449;2753;777536;1843420;2800823;2985860;215381
18.01.2020 15:00;3;11015591;386;836383;1751837;2800839;2970367;207465
18.01.2020 16:00;3;11329330;0;867456;1891404;2801011;2980622;205789
18.01.2020 17:00;3;11469259;0;847434;2026506;2800868;2990582;202269
18.01.2020 18:00;3;11506758;0;842298;2083291;2800808;2972873;206342
18.01.2020 19:00;3;11324084;0;860385;2051677;2801017;2962040;208138
18.01.2020 20:00;3;10976091;0;840964;1903381;2800674;2925242;202320
18.01.2020 21:00;3;10535027;0;846543;1712312;2800618;2877512;190560
18.01.2020 22:00;3;10648918;0;817580;1679536;2800704;2735164;199192
18.01.2020 23:00;3;10457123;0;754208;1657978;2800996;2654144;203495
19.01.2020 00:00;3;10044159;0;739484;1500417;2800958;2629946;233762
19.01.2020 01:00;3;9711708;0;802304;1690072;2800851;2604767;231249
19.01.2020 02:00;3;9472827;0;760160;1693978;2800731;2596628;230688
19.01.2020 03:00;3;9327416;0;672539;1712476;2799363;2597319;229262
19.01.2020 04:00;3;9346163;0;640757;1730900;2800627;2594197;215219
19.01.2020 05:00;3;9390193;0;727034;1707821;2800719;2616402;207191
19.01.2020 06:00;3;9590993;0;780555;1679277;2800597;2674857;215337
19.01.2020 07:00;3;9784816;0;855057;1756040;2800442;2747638;224408
19.01.2020 08:00;3;10056151;0;817318;1806191;2800747;2796529;222171
19.01.2020 09:00;3;10146479;521;798373;1858371;2800380;2880756;227244
19.01.2020 10:00;3;10327288;2995;808013;1852608;2800310;2881340;239451
19.01.2020 11:00;3;10481400;10213;715692;1855224;2800034;2889570;236684
19.01.2020 12:00;3;10561558;11942;703307;1877634;2799965;2942830;228208
19.01.2020 13:00;3;10499380;10977;672981;1882725;2799541;2962462;235186
19.01.2020 14:00;3;10491279;7259;649925;1910246;2799736;2991561;229315
19.01.2020 15:00;3;10601548;1126;749913;1974068;2799371;3014921;222415
19.01.2020 16:00;3;10954548;0;753832;2011675;2799194;3023386;214125
19.01.2020 17:00;3;11175818;0;560701;2049396;2798823;3042736;214141
19.01.2020 18:00;3;11235086;0;443567;2123414;2799161;3054939;212462
19.01.2020 19:00;3;11215360;0;438068;2156378;2799288;3095339;214229
19.01.2020 20:00;3;10953927;0;541096;2124140;2797828;3084500;226132
19.01.2020 21:00;3;10506806;0;488398;2120547;2798334;3045012;230458
19.01.2020 22:00;3;10766857;0;207329;2114022;2799549;3020429;229528
19.01.2020 23:00;3;10608036;0;253449;1945135;2799503;2931264;242996
20.01.2020 00:00;4;10181556;0;411895;1797091;2799161;2869058;238010
20.01.2020 01:00;4;9901159;0;592774;1674983;2798963;2872264;224580
20.01.2020 02:00;4;9759942;0;934594;1655087;2798987;2857181;239577
20.01.2020 03:00;4;9698636;0;1105859;1585015;2799104;2841092;238444
20.01.2020 04:00;4;9820880;0;1238203;1598709;2798745;2859579;242162
20.01.2020 05:00;4;10221817;0;1323477;1687619;2798760;2886874;240451
20.01.2020 06:00;4;11081011;0;1399136;1715219;2798417;3002696;239977
20.01.2020 07:00;4;11704604;0;1593072;2120593;2797921;3084973;229896
20.01.2020 08:00;4;12048595;0;1714169;2196955;2796957;3106845;225870
20.01.2020 09:00;4;11872834;870;1733387;2198204;2797143;3091242;226743
20.01.2020 10:00;4;11819140;2457;1701765;2139345;2797636;3064796;236056
20.01.2020 11:00;4;11841526;7837;1694341;2131397;2798401;3041611;223385
20.01.2020 12:00;4;11785070;9318;1674589;2143602;2797779;3044559;227555
20.01.2020 13:00;4;11754883;8189;1724418;2052075;2798450;2947135;236692
20.01.2020 14:00;4;11658829;4961;1753835;1977449;2798292;2871444;237650
20.01.2020 15:00;4;11683415;743;1744161;1965604;2798703;2870477;234835
20.01.2020 16:00;4;11866583;0;1770088;2006704;2798436;2870175;232947
20.01.2020 17:00;4;11950528;0;1833056;2003015;2798700;2946459;230758
20.01.2020 18:00;4;11861912;0;1915140;1901832;2799045;2976354;200744
20.01.2020 19:00;4;11733880;0;1922249;1842927;2798833;2979235;181027
20.01.2020 20:00;4;11463783;0;1944645;1812218;2798904;2976313;188090
20.01.2020 21:00;4;10969828;0;1902241;1695530;2799306;2898874;197501
20.01.2020 22:00;4;10978813;0;1878650;1588303;2799229;2770796;183948
20.01.2020 23:00;4;10642436;0;1862747;1366099;2799324;2636629;208312
21.01.2020 00:00;4;10054859;0;1858921;1148049;2799849;2555002;209688
21.01.2020 01:00;4;9723945;0;1884674;1131717;2800423;2480715;225499
21.01.2020 02:00;4;9484298;0;1904953;1118714;2800814;2466608;233299
21.01.2020 03:00;4;9403952;0;1910722;1078838;2800835;2454972;229221
21.01.2020 04:00;4;9467832;0;1877166;1062309;2800239;2419044;228782
21.01.2020 05:00;4;9815036;0;1832614;1110129;2800465;2369654;228314
21.01.2020 06:00;4;10651868;0;1782595;1376894;2799538;2451415;215820
21.01.2020 07:00;4;11149554;0;1836736;1722028;2799364;2651850;187879
21.01.2020 08:00;4;11380117;0;1934846;1787048;2799902;2739209;168621
21.01.2020 09:00;4;11258651;936;1900724;1694858;2799916;2737031;206296
21.01.2020 10:00;4;11198945;4254;1876812;1818361;2800343;2750945;221266
21.01.2020 11:00;4;11268186;20993;1894043;1878188;2800424;2743334;212481
21.01.2020 12:00;4;11261161;24142;1929957;1890704;2800186;2763814;223118
21.01.2020 13:00;4;11181842;21583;1935545;1888360;2799680;2768657;214075
21.01.2020 14:00;4;11109042;12706;1910930;1904949;2799652;2759863;220068
21.01.2020 15:00;4;11160101;2642;1923842;1899629;2799499;2804402;228214
21.01.2020 16:00;4;11551083;0;1974786;1976078;2800090;2860613;239568
21.01.2020 17:00;4;11731620;0;1998550;2034144;2799921;2852486;249463
21.01.2020 18:00;4;11822674;0;2023893;2033183;2799422;2915372;239678
21.01.2020 19:00;4;11763799;0;2017533;1967472;2799783;2981303;224515
21.01.2020 20:00;4;11528885;0;2003170;1923711;2800134;3013306;213975
21.01.2020 21:00;4;10946551;0;1997011;1798668;2800105;2949895;203933
21.01.2020 22:00;4;10989213;0;1949272;1760948;2799682;2839060;206655
21.01.2020 23:00;4;10758513;0;1928829;1702452;2799902;2752594;207800
22.01.2020 00:00;4;10328520;0;1914887;1556340;2799829;2705170;208312
22.01.2020 01:00;4;10003996;0;1867256;1433157;2800050;2661657;214582
22.01.2020 02:00;4;9755766;0;1767944;1438158;2800166;2615092;224560
22.01.2020 03:00;4;9763686;0;1709682;1434611;2799493;2657264;248642
22.01.2020 04:00;4;9879037;0;1720001;1450381;2800467;2693116;278459
22.01.2020 05:00;4;10265629;0;1735023;1584641;2800137;2754281;282018
22.01.2020 06:00;4;11169295;0;1742749;1801369;2799877;2972850;260454
22.01.2020 07:00;4;11741323;0;1696691;2140220;2799824;3096815;246860
22.01.2020 08:00;4;11976176;0;1608818;2491487;2799979;3150137;212839
22.01.2020 09:00;4;11869636;1636;1566574;2445003;2801073;3049395;193598
22.01.2020 10:00;4;11802537;4467;1487733;2522135;2800356;3013256;179874
22.01.2020 11:00;4;11803841;16600;1373900;2516359;2799725;2993025;181352
22.01.2020 12:00;4;11756623;23970;1235916;2632828;2799492;3031048;224732
22.01.2020 13:00;4;11626447;20989;1252957;2470211;2799351;3114451;250018
22.01.2020 14:00;4;11580599;12248;1236596;2359475;2799219;3127835;257810
22.01.2020 15:00;4;11610708;3042;1480609;2228425;2799918;3123274;240914
22.01.2020 16:00;4;11903202;0;1506715;2380475;2800163;3099686;261827
22.01.2020 17:00;4;12088813;0;1500055;2646835;2800323;3091602;306196
22.01.2020 18:00;4;12169014;0;1549191;2636703;2800255;3104709;252782
22.01.2020 19:00;4;12158665;0;1479946;2604345;2799491;3119026;245449
22.01.2020 20:00;4;11907854;0;1375108;2245690;2799672;3029686;221630
22.01.2020 21:00;4;11359627;0;1366923;1989905;2800131;2932535;207378
22.01.2020 22:00;4;11450169;0;1374672;1942310;2799877;2951553;230400
22.01.2020 23:00;4;11156933;0;1404522;1755493;2799561;2926896;256299
23.01.2020 00:00;4;10650416;0;1421467;1574445;2800093;2876921;258308
23.01.2020 01:00;4;10377907;0;1453443;1551193;2799430;2810722;268317
23.01.2020 02:00;4;10266580;0;1423641;1550441;2799619;2806721;274308
23.01.2020 03:00;4;10227769;0;1324244;1548407;2799867;2822459;272337
23.01.2020 04:00;4;10338838;0;1018684;1628437;2800542;2867381;303111
23.01.2020 05:00;4;10825198;0;648082;1865511;2799695;2967854;367294
23.01.2020 06:00;4;11588922;0;469323;2326464;2799703;3261863;419367
23.01.2020 07:00;4;12141042;0;395158;2606796;2799517;3430455;437406
23.01.2020 08:00;4;12296442;0;409464;2624668;2799293;3481618;455278
23.01.2020 09:00;4;12094596;2016;752556;2601503;2799898;3462426;519568
23.01.2020 10:00;4;12148546;3631;1104704;2310821;2799844;3350354;395985
23.01.2020 11:00;4;12074872;12942;1248047;2347134;2799579;3318623;389146
23.01.2020 12:00;4;12037190;12530;1288659;2249430;2799702;3274011;347879
23.01.2020 13:00;4;11936858;9588;1400445;2347449;2799549;3236287;269407
23.01.2020 14:00;4;11937725;5085;1553246;2180751;2800566;3221229;234563
23.01.2020 15:00;4;11951856;960;1606592;2195243;2801140;3224905;232993
23.01.2020 16:00;4;12153444;0;1587908;2175961;2800120;3229760;262544
23.01.2020 17:00;4;12173751;0;1417729;2339339;2799376;3244963;300628
23.01.2020 18:00;4;12069156;0;1434286;2317216;2798973;3238580;309410
23.01.2020 19:00;4;12041507;0;1465119;2242001;2799697;3192467;282051
23.01.2020 20:00;4;11779016;0;1504243;1904747;2799609;2969302;226636
23.01.2020 21:00;4;11279202;0;1578145;1560176;2800148;2765779;236228
23.01.2020 22:00;4;11339084;0;1561539;1449849;2799426;2698447;232838
23.01.2020 23:00;4;10980942;0;1543233;1352106;2799374;2624971;221520
24.01.2020 00:00;4;10490140;0;1516088;1343383;2799327;2628305;223034
24.01.2020 01:00;4;10134897;0;1537790;1329005;2799215;2601057;232597
24.01.2020 02:00;4;9938832;0;1549045;1251361;2799760;2600271;223311
24.01.2020 03:00;4;9799091;0;1561303;1270820;2799560;2585200;219532
24.01.2020 04:00;4;9926499;0;1655652;1319515;2799491;2598002;224904
24.01.2020 05:00;4;10297572;0;1688163;1581955;2799651;2645823;219126
24.01.2020 06:00;4;11168985;0;1712781;1819392;2799377;2745300;226201
24.01.2020 07:00;4;11651717;0;1696346;2353263;2799162;2938450;249689
24.01.2020 08:00;4;11930550;0;1611752;2461273;2797960;2989809;229054
24.01.2020 09:00;4;11789340;2158;1566141;2267424;2798058;2981726;219726
24.01.2020 10:00;4;11732189;4783;1479220;2315779;2798773;3005750;226755
24.01.2020 11:00;4;11741158;15404;1415498;2383298;2798350;3051261;257811
24.01.2020 12:00;4;11585685;16095;1303160;2461506;2797912;3034475;251742
24.01.2020 13:00;4;11525356;17714;1112365;2555292;2797932;3029915;234261
24.01.2020 14:00;4;11437987;12833;886014;2555000;2797757;3114599;244875
24.01.2020 15:00;4;11423414;3316;892913;2497268;2797837;3164650;237625
24.01.2020 16:00;4;11585616;0;1108497;2414162;2798097;3113757;242944
24.01.2020 17:00;4;11871389;0;1251334;2387321;2797687;3151846;214498
24.01.2020 18:00;4;11847342;0;1211551;2323629;2798001;3127379;206715
24.01.2020 19:00;4;11802512;0;1299898;2161767;2797715;3122429;255152
24.01.2020 20:00;4;11562154;0;1365351;1891201;2798020;3023629;233008
24.01.2020 21:00;4;11082068;0;1368750;1555475;2550238;2907701;206598
24.01.2020 22:00;4;11140322;0;1340006;1545877;2624759;2778004;215825
24.01.2020 23:00;4;10828989;0;1347653;1520623;2755860;2705409;219216
25.01.2020 00:00;4;10398092;0;1399072;1394783;2765778;2692490;230666
25.01.2020 01:00;4;10035862;0;1403056;1350705;2774844;2670469;225213
25.01.2020 02:00;4;9821838;0;1387224;1331073;2784800;2638919;220856
25.01.2020 03:00;4;9718772;0;1416293;1316742;2795530;2662397;227164
25.01.2020 04:00;4;9776620;0;1413263;1319127;2798512;2664801;241392
25.01.2020 05:00;4;9892329;0;1392806;1321546;2798573;2671725;250780
25.01.2020 06:00;4;10183014;0;1439971;1336229;2798949;2671353;245338
25.01.2020 07:00;4;10375589;0;1406937;1431855;2798421;2739338;238586
25.01.2020 08:00;4;10678749;0;1312700;1477699;2799323;2801596;234857
25.01.2020 09:00;4;10741452;2932;1274839;1469527;2799416;2881467;231010
25.01.2020 10:00;4;10884882;6933;1162643;1440429;2799834;2910269;219757
25.01.2020 11:00;4;10907407;20705;1012258;1439354;2799856;2882617;218383
25.01.2020 12:00;4;10846658;24898;922855;1519581;2799066;2883314;216547
25.01.2020 13:00;4;10775339;23052;801005;1605208;2798819;2898988;208437
25.01.2020 14:00;4;10756967;15080;740199;1714153;2798279;2919853;209389
25.01.2020 15:00;4;10863300;3995;692620;1789542;2797805;2931215;215875
25.01.2020 16:00;4;11332595;0;627791;2037451;2797768;2940421;209965
25.01.2020 17:00;4;11723719;0;498425;2285831;2797289;2996720;261458
25.01.2020 18:00;4;11851896;0;503046;2351576;2797017;3006862;230622
25.01.2020 19:00;4;11734333;0;488651;2227071;2797067;2994642;217025
25.01.2020 20:00;4;11337592;0;390581;2231743;2797538;2954618;196782
25.01.2020 21:00;4;10858801;0;398136;1989332;2798065;2841492;188708
25.01.2020 22:00;4;10954119;0;582450;1647720;2798673;2750480;171575
25.01.2020 23:00;4;10720418;0;605645;1392227;2798441;2632583;174820
26.01.2020 00:00;4;10263721;0;561708;1238665;2798200;2490331;177299
26.01.2020 01:00;4;9832727;0;620833;1196696;2798775;2442530;175696
26.01.2020 02:00;4;9617170;0;748775;1174711;2798840;2397992;181569
26.01.2020 03:00;4;9446102;0;846214;1137210;2799034;2346477;149948
26.01.2020 04:00;4;9345804;0;802523;1068664;2796098;2327822;151113
26.01.2020 05:00;4;9397399;0;729805;1096336;2798136;2319305;156481
26.01.2020 06:00;4;9462441;0;774067;1082393;2798112;2330979;152663
26.01.2020 07:00;4;9494349;0;844480;1129407;2798352;2322795;155526
26.01.2020 08:00;4;9750965;0;1023435;1176036;2798012;2341670;156248
26.01.2020 09:00;4;9762416;1273;1132910;1231357;2798315;2362311;161616
26.01.2020 10:00;4;9889787;4331;1092466;1256753;2798724;2404965;147740
26.01.2020 11:00;4;9902700;13263;1055038;1338141;2798221;2393842;136024
26.01.2020 12:00;4;9888144;18895;927869;1466404;2798359;2348940;155329
26.01.2020 13:00;4;9717175;16755;900033;1541672;2798171;2305102;158283
26.01.2020 14:00;4;9594592;9149;947286;1488678;2798243;2279531;145018
26.01.2020 15:00;4;9574607;2416;937584;1544661;2797836;2283041;155403
26.01.2020 16:00;4;9942971;0;969055;1677422;2798536;2322351;165993
26.01.2020 17:00;4;10104922;0;988377;1814732;2798673;2380550;180019
26.01.2020 18:00;4;10177308;0;947713;1830991;2798825;2383126;180422
26.01.2020 19:00;4;10146998;0;831259;1820358;2798969;2372583;169838
26.01.2020 20:00;4;9888430;0;775098;1536860;2798047;2362628;159845
26.01.2020 21:00;4;9483755;0;729608;1427409;2797951;2377952;161425
26.01.2020 22:00;4;9704640;0;674125;1383535;2798642;2336232;170710
26.01.2020 23:00;4;9553720;0;582918;1226293;2798763;2306808;174688
27.01.2020 00:00;5;9166911;0;654409;1195681;2799162;2291292;174435
27.01.2020 01:00;5;8910882;0;723252;1124302;2799673;2284592;182839
27.01.2020 02:00;5;8750814;0;783418;1152739;2800053;2277113;187782
27.01.2020 03:00;5;8738309;0;771363;1062521;2800213;2252069;177845
27.01.2020 04:00;5;8834516;0;829881;1088613;2800466;2247561;178426
27.01.2020 05:00;5;9285340;0;822333;1349410;2800600;2257121;220262
27.01.2020 06:00;5;10189619;0;805011;1711356;2800097;2525934;257956
27.01.2020 07:00;5;10757645;0;827800;2088795;2799562;2683988;255342
27.01.2020 08:00;5;10955330;0;911643;2204870;2799101;2739239;279334
27.01.2020 09:00;5;10904563;995;933579;2171204;2798990;2751938;254414
27.01.2020 10:00;5;10904963;2811;927941;2176859;2798886;2738516;282845
27.01.2020 11:00;5;10934047;7017;878516;2161777;2799370;2731025;307955
27.01.2020 12:00;5;10819569;7898;812388;2186663;2799651;2719398;265652
27.01.2020 13:00;5;10677204;7102;769356;2165381;2799337;2715266;263828
27.01.2020 14:00;5;10657146;4493;813654;2119803;2798786;2716413;258281
27.01.2020 15:00;5;10677187;1142;980495;2008339;2799859;2661447;252095
27.01.2020 16:00;5;10765478;0;1064595;1977122;2799633;2669604;268631
27.01.2020 17:00;5;10832541;0;1165538;1984526;2799937;2680227;306572
27.01.2020 18:00;5;10786403;0;1245829;1912134;2799506;2605820;303219
27.01.2020 19:00;5;10700213;0;1318887;1786836;2799763;2465196;257032
27.01.2020 20:00;5;10432160;0;1329086;1450767;2799678;2324482;161597
27.01.2020 21:00;5;9910797;0;1311198;1360614;2799585;2231392;148816
27.01.2020 22:00;5;9920165;0;1322770;1356438;2800083;2182259;150690
27.01.2020 23:00;5;9645874;0;1298773;1389854;2799442;2124835;156540
